Account,Token Account,Quantity,Percentage
8yu5TZJCEf9ZaW1PkRXD7N7AupN4jPcBteTqVDCVn24U,DtoYxqkEjyoRcRkkXSBX5kCsaHGBEQd7RjkCtMMPEHA8,7.472580343,0.00
Edz97FxovQaBxSsWcC8fSuCQm6NbBA8NrTJqnr6FesBr,GhuxUkov7pY8vkZsYTWSxZU5MgVntX7cCHb6mThcjS7e,7.416849757,0.00
GjsTfQhgYcScwtCYTgkn2H3RWZK5uuhyGJDoPGZWLVEV,CeoRifDM3wgWRCgsa6VMSRUpsXQ3x6vGyAdvsy21wPjN,7.319880525,0.00
DZv4SkHke1rB65vCTnDkWUsdbodbuh2rbXrs8EGgvQ8u,4PnB5nXh344hYZt69BAWR5bDSXvgof2nPfFBrg1fvfNX,7.280140712,0.00
6a3G3HLv59tm4zQdejyBRBXU9XiumzpYsUmcuRsX2mZt,C8VvPJvMBnd1BFw6EJfunGxDTagRrhbJh2Nu68hQ8UH7,6.97265412,0.00
ActcV2PbX7HSuXAJNRVvmASjQ1rp5pPKkydPD3ynmswq,7qt5J2SQvcGKazZfRjLPW2QJ1w99V825j2NRsmVEUBWG,6.771787961,0.00
4EppC9Bn5KuVtwVoNRmkz9qfKDnmvE8uADYKkP6UrpbN,4EERhSuC35r8Mnfeo31idBfh55o9Mh73QB5sBf8bpzuZ,6.71924165,0.00
DZPkYMthAnPsJ5M6xQ9DtpoT84enh2j2zKjoYXVjb2CA,Hirhq1geEZu3g47dvLPCSmCpefrdoKaqs38pywe2aSun,6.614793217,0.00
8mGxKer13m56bt5dDCPA2aikhidShFmtnBWH8wvrAKT3,37eSGicRgpA4pvN1wLNbMVLMEHA8miokhzq9G1FSBM3j,6.614608495,0.00
5kZ6mWEa4rTKJfJHBnCGJofchBEcUh7TJUKp6h9enuZe,6Ro1rewDX73wNN5KNrag91UyFsaWSK3PbBs3eMqjnNYF,6.614559661,0.00
AUayYsxM7mupJRH22a9SR4tT4ETRFYgZHGjSmC2X84yw,6UfvGZNuDhpfhjMSMaHcDNdt2NCySgFrgYHTieFeAf4U,6.471169173,0.00
8icADVWShce5wxGxWqzcPTmRFWDbbBCK5qwuFYMoEJ7v,B1ia6GgqVo37LLrtGrB4ZKWKgAmZGw11o19tCt1rf1HT,6.46758361,0.00
FKQeJRGPZmGz477k8DtdvQrpZectAjXnWdw5WQNbN5hH,7g8NVDHNS13pqB9wYpsf7DNXJvobb8y2ofVCGAnnpjgh,6.315823698,0.00
BeK18m7XVp82L4KKRZckqizAGndPgtCrMx8TAsBHZQQJ,DD1wWtQGWEFkHvS5AwwUyGV9BZtpxsSa8qsovz6ZbDx,6.086587136,0.00
AJ4R6zStahgAVAQkPXTq6XPrQfXxyUUk4Chxud8knzSF,6DUbd9RRTskgjK58X2kCUSrwGS6zNNmBLDQn3tieXQYp,5.990223006,0.00
HaevA6z1rgCVAPeKsimV9o5gHPrsjpndJGkv6tPFHe2T,DsYsQ4sRViQr54v8QwVu8sBjJXCpKm1vjYWUhYjyDdxr,5.82233458,0.00
Gt9Xrvmgjmo9k6G558XcseThr8Dg2Y7PZCvPEoAjaYYe,CFADSqopsZfP2yFCeyiuqFKkwFiYhsYdLWtoM65v9Qjz,5.813684247,0.00
EjRR89XpiH9sUR1Y1w924b7MuC6zEeZsEtUpwJ1rK24r,75rjPJCZ2We9C56WeBHELCCLvpNY1gL4ArYthe5TXVFt,5.742699657,0.00
A6rmwYvj7JCf6BePWLRwYjai7A9AzT2GrzDjd1Fckru1,F3Wb62jMKNCJ2ivaA7ZzwfsruUTPs8q7ST9aq4NzvvKA,5.677048752,0.00
33rXg6KtdKCiCksLuuvd5eoGTK7kNtqqj9VgFVVGvpx3,GAFnPWSFF8CLqRo1mW2SckkWEyQiaCUBCYbFiji6Z9ru,5.581839808,0.00
6YQHgaQg4FxNBE3BFVaQ8G1nW5AtynadDUfpM4GcfjXd,C6jbsWseARVJrvpwK5s7B1eFaCRbvKAVUutR6n7DGjS8,5.581399253,0.00
FhF7MVNHLKq4Ht4VVY3ryUjJNkiTGkYsV7hAUiu3qwj7,5B7gPxZwy2Ce8cqiXNqyyL3Kzum7qF1raaP1VcbLmELR,5.522004094,0.00
4FKGZRo6bexKL1aTsnjhvma7AFfAzXubwQDC4CnmaitD,3EpKoYTdJQf1D3Tz8jpPWDrcbGea8dnHLSUA9sddmpWP,5.431899032,0.00
JAYjt2GT6htDAdfxtgY2KxEmjQrzZ81BbZ1QyLLM7hCk,AkArHfuLYr97SoYvYvA2WnByLapJzP6utCY6ookm7hY6,5.352598695,0.00
BiH3wvETT6Rt7Q7tV5TJwTFfbb5f6nkoz4zVWDovfnwz,BsCMGkvneLPgKQSoG4PUQwFygA5WqCQ7xD8NJTQeYhwH,5.25457354,0.00
EQhLsseK2jZTTgJTkzgctMoFVEy2oradtmJR52h92Tgd,2nsUdY7iF4s67enpFxeDGpXUDtRARN6reVRxqJa5Ynyo,4.990167616,0.00
4KwZ9mKa6v3hday2cLv9tr4581LZR7tYUXaJhRrhEMEj,HZmSrxh4rhwKiTbvfHGyKEycQ87jsd8cSAD5hsbx2wgi,4.97598993,0.00
HXDRpUXtMrf5R5rTmZHGpze2Lo2w6NTVsAULhWF3WJ4b,7q3rHZ4uMJ5AXeYQW9zmpYag9fVBzNN1HMeJp7MLLqok,4.892903735,0.00
CUAMp2TGsVn8CBMK37iHVJrbTDm27fc8GwyRLosxHBJM,FR6jqTaSxgRRg3TrukdMwK5qb2C5qmcXqYPvDqGutKNm,4.837412473,0.00
7xGZM9BwTtpdmJCz1UxvkPPZvQ8RHTTAzXKq1sMeoHVR,3RiaACiMjWXXsdWHjjqHXsKdU9KAiLrwi2LVd5abaEat,4.725094166,0.00
EuAtaoQNWXmpwYbh9DvCMpfEhLxkjb4f7qnuVDmpMxVc,Z3xscJRdG9V48jzQorZEC77HbbwP45ZN6L2sbRENEmk,4.622814268,0.00
4D9pagAmRDkKMtXKSk9XrqC4JWBfEjjNsNTT7A4ufdBA,EU7F9EpUxLaCEy6qFoVbwcEFVSoy3MzfyXfyeViErMM2,4.589385063,0.00
FeVH5KC8gAHzmL3havbfrCjKx2NcH8cvJVRGQSA1Tp2W,CM9bGoRndYkRcufgx2YCk6MK8Mde3oGZAqPNaBeVstyZ,4.551111428,0.00
9YDQJL2bRBPaS3sKSPoicfd8TgoVDBkng3g5TZsrBsWT,9VSqTFYhVRvWD56ja4EkHZ1b4hCDqFc4MQb6xn8eyVMj,4.481937476,0.00
DUkiFft948uG6bhMaa1tGpYBg8Z6jN1Num81PbnyMtbC,6HpiZ3x3maq1a6kqbwYLHasbRHXjtWvRdwLc7NVcyZxa,4.409346032,0.00
8Qjy8APhVLrTGENcQSofQCq74hXx4XB8ZqQjPrSxv8Vx,B47JNSbKL6qH7mgpDZcd22VhEvR6bbhVrD5skMEiNxop,4.375296204,0.00
FcdV8Vmg4LRTZ9DbHcYCtghcqWQQ8TcoPGLKdQowwgsT,9DEp9Xwg89wQZFFpCUGE1YoRQxa5cVaJC9wzgBaPwKBZ,4.254568969,0.00
EDAt8ef4BcLRnwdetdiRMC95bh6VfHbxKkQ7AU6CesAi,hdCbvhTJjuPXJRwP6WaPYTd7FTsg66rsT47EbWWAs2a,4.188101275,0.00
BS9EHpsx34FD9Sm6qnMydC6X3PSXU9JSSQ4Mefj55845,6VPuXLqZXpUJhLXebQwMkAnkqebeZKrpVC6gZ2Duy6dT,4.167766553,0.00
FftzfLYfhogUmMhj146xiPgpzQV9WxT9S2FTZoZCT1SJ,2eY7dXWEf86vpiAZSMXhe9FTqxHAF6P6kbbTcKyYWQKP,4.154043081,0.00
HzQVZwHAi57L6fKK3xSzPX7ZFUFtHV1xA8WSk7t7szo8,Fm79UtNmfBuL4wwdmUGNNQLsDQGcRk4E5n8fTRPSoQ7v,4.111699036,0.00
2oKoraxaUugHJ9qVnM5F8rf2AR5UW6QpSLZdqvjsfukb,CNM7nB9GQWJhEA9Pr7f3Z4CjPjtaZ4N8YQ6QqTTArTVo,3.983008901,0.00
5Wm26M46ZcG4PtvPzueRukwbwC8y8mHDeXZvmTSEJEFA,AYpREqyFSx2QEA9jJhCRU1tg7m4mbi5VTx7JDDvvMwah,3.980450597,0.00
FfuTGnek9vcpWnwu8aYdfEJa1d3oin4pfWrBrwipGUwa,4SBZ1BRyLVSUQAXsHaZddthKscJwjZDHu5u2e3qv3dMb,3.953337576,0.00
Ejz8YGQpuVCncg3MJ2fKGeafHjieqVnPNksMn3HxGtyP,BFX1SMRVEnsuMAABMWqoVyCsJeRhE47kdEjRgUAgPwhJ,3.924627987,0.00
4eD7XzvqnCHiB64RhRoqTCsYYaNZ6czkV1AVxew1NoL9,Hc7ZNmpQjBjNpXni3DmM2tryky4AwXrb96EUUtuyWiUr,3.778930625,0.00
2RM5HoL4n7uRHjwj7fEL62oiht5nmno1Xb2WRpJm6Nek,8LnZZHtYR8yiUES28SHxUhovdfyip8KiBxt6cir3WGno,3.778911781,0.00
7BFtRASV3o6wt6R9Z4KhHvdnk1FRd9JQarJzwRiZ9CJy,HVmEdr6H2aAkfpnfgLbARCaB9X4e18aYhFFcd7WAaYzE,3.717933128,0.00
9VKFg6TuXZrFnaMohHbr4JxCf4mJN7KKE6JakRRM337F,6ZCKwqbVk6f6QBZyBGnemwoGGCNLjGh61rkwotFrQ3LH,3.644341772,0.00
4ioziZrbW1cE9a2X9oivdTjsNmWBdzJ8HXkdefM6kTKX,FZvoZRUoKas6ZMJaGwwuaBz6YNvssMb6DpTMerErHiKK,3.575862799,0.00
4ja2N12Zczh9K25zGFTfao6yPdTZSfA5Bw4QueSmQCYJ,76j8YzYT6EvnGCzq31C574NUVqmbZQFSUpmSAzLWQd76,3.416819202,0.00
CMtRM2s8FqsUGrdx5LZgp3Aq6avSiiCjn5ipjaYBCpSB,8RvJm59cGHuJQizJVgWASwrLLGmaBonmrqJ2hYf7VFoL,3.330472384,0.00
9wEuX4uvr2iZEarVamEFLcWdSi9NVjVaXcgeEm7ny23n,7Sx66bpdrqDNsCWPmE1CiqG64fTroPJDqgeTbAtbbEVk,3.230671166,0.00
t4DqjuPLiSxbjewQSz9hztsXX7AqLPMkQo2EFxiCBCX,E2Ruh5jNCTFjjn5mwmPhbNvNtdRoiV7QyMyRSUGmb9kc,2.949280543,0.00
8rK1LMiEHBHY7VTTCzNrdDb6sfaSV4vDJvuAuMVgHq7d,BqdLDejCmZYBJczCHxAjCbJffrQ7DQ2BYWMwuV5Zk9TK,2.867574308,0.00
F5ckBVQPWC6xJ8a52MmcLVgi43gg4sfXyJenMeYTas2J,FHVt2uRwqRg9EJYckPwWrRo3K8kjE75RqAqvzTbVG4Tq,2.834631931,0.00
JCpbhYEi1BDeg1zU5SnqqDySrUDXidWG68dPxEDnmvhE,FrZ268Cj7E7DgyPAazeeyae3MPWV9mWG9MSdSF2xDZBM,2.760393528,0.00
AGTvbdCaxrvb29S9cN1MEdzToxMPTnPf1dBPJJeH3BM3,6sWWFaDV9RdATTzKRVVxjnFgEPe7R2YacTQ3m4HJjFhJ,2.713103958,0.00
4bnHYvj5AvwMuiauiY1QwgujpcySxuUzvMXxt1Ep8vnV,DQen7ZaRnorsknrnFX5KjB3PNt73GPx2KFZgBz5HvHGv,2.67660176,0.00
HXwK7FUSLNgiA8pBJ2B8UNP3giv7VAKC6jMb9ja5spLD,GhtwbT24y6mdmdzwRpvrPfR2if3aztgTuSEA8uoPpw8J,2.643961516,0.00
FhRMTZHmM4roa52FmiC1ZiUC1d8MTDXPaGoSiTruuE5i,EzHMkLtoPz2ZgDetyqMDVxfgVXKk4UVGNvohG21XEZjT,2.639388395,0.00
HD5vdckEABRE5DawocNu3J2zATxhy6iVjQMDaMvxMb3S,J7YXjSStcmnNDhYvDwRtssDNHiN4KsWWmFRrn2qmp2cc,2.55915468,0.00
6yNfX9usGobtmXwDBpKmekzATpdKTgqzGTqd9TgvTkBj,J3V6eXNCJfsUwQ2cESkbaBUiFAATrAqgju2KyEuTzSK9,2.5171162,0.00
DB4FNhsZSKPeeov3hDf3ftiYCwySeQYQo8G1HBC8YiY7,H6AohxNZA1zWiKT87aCX5pgyj4hXu6AtYTTdY64Poxpk,2.407186871,0.00
CECpfDefBt5zoMZE9UccJspSJ7LsBzVyF7h6wrs6uHfp,5r1B5TkXcTaoAbkaJomhGmNgxKaGKB7iFtcWcWRpZXZY,2.304382408,0.00
NaZJGUep5cJm1zrN5FsmgsiuyzHfMXN8VQHzC4fRic7,CrFcv1HSuwZ2D1SyF5qnu5ZJACYyz1K1bxXZaVuzBqqL,2.222478865,0.00
AwsAg9JVTr9c9ujQSBYpZ7mJ8hzMe4mxhJjpGxn7oZ2e,134SDo9fPr6VxSzEKpaMzKQgY4MpmNwjByk1pymgcMrK,2.136958659,0.00
GrZ2kCA57Vuiha6KyKncstGJQfvhA6zuQUofWhmXfGwS,49ddn5YjGcsQgDRBekikkmG8UnWL5p5SVRmixfx4tG4g,2.116116568,0.00
SCFxScY2k11EKoeboAjaTpV6dPM7o841qRrFD1xA8wm,AWbN67rw3DhfRrngiLJYcBL7HuoxqiuiSsTCTU4ib3MZ,2.111162928,0.00
AbFtsanPdZiPCdMc2i2BRmXrjxmgbErCLiiGYnmX9veV,An3hChb1814dqJWRAzTyT2wqaXqjb7QYRk2RNyLBp1VU,2.100376976,0.00
HfvEyedUbwXWzua6Yo4Mxm9mRQnuJhw4W6c5Zq2eYsnX,7cM9TyzsKieXjvvFZT93rxVqSVS11CY5ckFpw9Weoor8,2.062152397,0.00
5M2wzMW4NJxTaJgxZJj5ztqqHPt73MC3dbMV4WmJtQVm,CuFGXRMf1UmHP5jxyJULQPhG4dvsi12dWkxE47KKu7Hy,1.990210635,0.00
3bTGLh556rSDeF8yvJHtqHiPEKE4hXJRYF9oUNVKGkre,9ApBWKVxQRB6G6MQncrBTSKZk2hFwX25m7NEQc7NRXbN,1.898602796,0.00
667qCXmnc2uEPuoqcdcru8UKDASVinczKsS4QaQcvxDi,FePUb9GEKd8wtD5P88WuW3G71HEiUfbNL6D7kJPBuVTq,1.897980641,0.00
5q3PRaDUfvpbn38pEPMHctCjZcHnnLmCDaAFfMNyB9Df,DSjHN9vi45Zpz1HKZxszq6djnG9JkGsSxUakGFWVqoa9,1.889427796,0.00
5SY7vUb1VsRDr9eCAwpyyybsVLA9EbpCaKJQ1BJ27Wje,9G6ss3UwM1VJDX6tS6y2afpavZWchjDApdSCsbaSJ6cc,1.889117377,0.00
9B8kpdMrXH6GcW9B9p9pU9CHVcrBw9JAn4XWBwrBCXDF,Gh6iGcgPzXa44RWLMq3HSBmAxgRyAZkPDnEbQ6vm1kY5,1.878349026,0.00
FYfCEh6FWD6zBcT85JT5FxsUfUstPfdiCDADDSAaMDjS,C3wfSTUcEk4zH9SnHGX9dBbXnw3x8ptRSqkH9n9QDiuL,1.871924572,0.00
s9itLivaRYH89n6ec2QCJaaojr5Fd773BQwLAAvwNsg,8dn16gQaY4aqXyHqECPyz4u38RPyisX6ZdA4sxZGYwMD,1.801769187,0.00
6fXqyRgPbQPNSz65XyYqpy9AycavC4VUuP6VbUhq2JLv,BzxY4tDFvDr7ocgakcqSRYSmkSP2BwosRC6v7QTVDTw8,1.700836215,0.00
BQSsGQQwbM9qy2kH3acY1HHy9az4aX9GrmdPYFikKqM9,HLaD9HGTHt7GkSQDdNxWzGr9aV6cx3e2eVPCcTNpdsFT,1.659030627,0.00
7HuQbNso9yqCK2zYfEYhLFCFDp7Spr8pkSxMunwe5TqG,Gy8XJvihcR8X2WNyaBXiqHS7ACPcgBkSiD9kKXea7gvR,1.583316843,0.00
BypWFEpKV5ZLSAjJCBgcRAy9dzJSaBECBpYeE1xNyDMQ,qWMcZctsZTUEN7KAQ1c9PjtykNhEdSCFgxm5ie7owWq,1.578570658,0.00
6ba98FVjRiuabg7XddsdXD5Zp4QAzY2GTiyWuR7cVNFJ,ByUaoLQqdRgYWbauRZxYJwvk53GC7apAbH3v6qCy9gpN,1.573372124,0.00
ApsUT3rJXK5tERg31FbmL8g4fenr1tVs6UzEDDpAScap,9CYjvqDSKHk1J1DTrUGFN1kA1NrQw5N35q1shGwJgLLj,1.516338076,0.00
ChuEpiMYzzatMJP3uVgqcKuRyr7sN55WVHUMhnu9nfpR,Bprew2hZvWqGKURaJsuDKyEenGD78zJ2Ahi8TG6zWNYo,1.492022915,0.00
DhBSgWZXiXANFmox9tVXWxwKoi99bwoikTAvgGaJBieR,GdDnZGBKKdtgSQBURGjVf5SoXT7qERGZ8FZ1BCZLRDH,1.478508925,0.00
B5UCSGTnb7jxGg5SQoSikDCAQDivwPnThXkEooBHa5gZ,5eLewMFSdFGt4UthyV9v1qfTSRgEQjmqwi2hsZiZHJY,1.380884783,0.00
5Hx8AA6emaZktxWb8fh4UKfa9r9L4cmhe5UNbHgRuLGP,pSkXUKEX9UGe8AHcfUWda17bJXTVNsVoDVjp9uD7VHH,1.37691845,0.00
Fenc8CLMK3MoL5M24vn88FwfyQsrwjixE9XgMiN5akYD,4nCnLwYKDHf4A9xvFCBedEnihdMNx6sLfHsNbvNnuEQ5,1.376262005,0.00
9UDUrDmaSpQFcY9FjioQFLR6J5ZoaQpMQP8SqoE8gpkj,68XfUjyJzJotj9HhoRwMCHNExJ8yCV2oLkMDWYmBBBzH,1.202094426,0.00
DeMy9iCTiVGGBS4YPiQD7Z1QXsjLUoRSgHrc7wY4SFyH,G9b2JxzXAqag5J25oNZxWob2AFaJGFPPWm9eraTaHovk,1.190682236,0.00
BotRTKpDtNrYwUpxnt9kkHCq3mK2BfGPxcJZy2pzXKkH,Hpju53RRMrGr3sKXAC75i8mRTibAw8xona8bs6vSSKew,1.178177499,0.00
AbaHfqfnAAWtouEXF3Fak3dY3zeU1cESw1hiL4rNqApo,8ie54i1Pgsj5eD4ZKHcb4CeBX9vTCBEhXKPwmhfL6Xuv,1.168417173,0.00
LUKET3JPqzoCMZNLos4MN6yHUzpX2qsgjen4uhS86u9,CiKLSZVqjKn3woASh3pgeTuZGy3X14fvRHfimM5xurFX,1.110980985,0.00
Em2tSh3osHW4JfY515VDs67EBsfGa3y4Vmjan8g3LbDG,Eu5KmJY8e7PaJ6a1vjFKrv5rgSHzjJy8DfTDtYrSmq7w,1.088111497,0.00
CjT1HVEGQzqMWigps3rNNj5d2EV4ZK6CHS55rhiPEMzz,G6NXbEkpLR12b9YxRaG2d5beSAa3aMd5wSVXBz3Xp4bG,1.076569304,0.00
FXrSAJpx94sxb43Gsnnsp39CEd5cPS1TKhcfrWtM6V1d,CiTvTpxdrCPfy3CyDfGFoqL3U3vRtfcqfmBrtycm1EKZ,1.06744758,0.00
6sZgxVtwUcTmL8UWfYVzCrzRT3otQWJNJi73D4SZnq4W,Coe3Jz1tLbVgHD1myysS5rGYx5Jxag8hDNLSqb2WtNNP,0.944189396,0.00
AchTNJ6eEnz1YuPKJQ5QzBKXrp2qL3d7cGjuu3xrcevq,4UgXFSngoZWy56txbrXShgjdvKLwAxapsEDC6gMqHpbq,0.925017715,0.00
6XUX57jiwwy2jmybWBhTN8Kqe6f5rV3BeiQwAeaDo5Uw,Fj2otZpm3LdNKpFcaNCxnDeAryxWBViGFfxZ5y38qPae,0.911086538,0.00
GXhRv7rRAcwpBx5hzEGeBSetzxWfGUp2F1U5RdcLHpXf,7rQC2EJyjzLdG5x6gDas2CUkcT5mAha2QgrxZJd3vbCx,0.886489177,0.00
CG2KtVgHDw8U2HGeHz3DdRDuRD4KhoDKHQRhh8QAYC7v,2ULZUYi21rr4qqZyGNNWhmuzV41DJnjWX9ehxGUz8aoY,0.815356322,0.00
ECF8HjLVHxwrfhKKTpipLUe7mzSC4KpFMW8CdABW92Wb,77xgtCgcx5umDdPbghjjGKaGa1ztDbTmCkjPdB9CXJ5m,0.81283778,0.00
AxSCxnK8HQheCTL3YwBZCmLu87SxL6xNJ3CRh98tp6mv,HEz4SK91UQHJhczUFQA3wh7aHpPx5QtdEE47qctHFHH4,0.798191466,0.00
EvrEwXzScAD4YDXi3kkzJEdFVK7ERZo7fb6YuJYxcQFw,GVtAWTrforS8rhSz2j2FrL68AL3wE4GHe8Yn5VP8bNgS,0.727469565,0.00
HBrTtV33iEFWUCQk1uA1jiYyXqF3rjVmqT2gymbwRXC5,7SzB7t73UZ3hFuovfHjQAnSW3eShR5A8bRmycy5qtuWS,0.701343938,0.00
4tAGf8jMPxX77HvgyMwbzyVkZvLQZPqdtzv5x38Mx16D,CFJE42TE7trm7Y8jSoy6bum25kd3To2ZDu2uCXY9Y7LH,0.692341707,0.00
HuTNM2DxiB1Eohm8PDoVX3nyTAbG3yExKxBbFkamwtU4,E3bTt5JcP1GCQ9X8yvvQVuxFyAKjUw7Qg5uTUHzx97ui,0.639345515,0.00
D8kVYKdiMGRA4bj3vpoSSuvGcDPzxPhcaXfHhtecnQHd,682gnLRb51Zk2sBM2FTaTZ4XC9mFmXgFWrVDCnXAtJac,0.615789052,0.00
Eb5HuZZS76V1FTVvg1Pc1by4zMzsCXy46AnUJZVcBTB1,AiPfL2ABzw5zLyt9KAvWns8CvQYoSF2HQPVQiJpmcDi8,0.591779143,0.00
HdQsGjK1XQMmqEUbaXJp1fi3fTM1j35WJwUjHFg5avNX,CNYC7KKLmwwbY6SBJxKJpvVvWudNAtpfXvcYfTzJucWg,0.562450342,0.00
3M14rso6dnY5kTiAtBB6LN3RT4GjG5jMvq68QQDMFJhL,AcujXQCSyYBJU16rdcbQe8PwKoSNbXApvE5QKtbvwpMx,0.473802973,0.00
DJCbYFDcs262Y3fpMQKUgj6zcZCprRZzYGXH9MtHF31g,G8fCANhxUuFFjmY6S3joEpF2SgV6gv2MmhVMZKDTZq2e,0.46823162,0.00
6aF6k3SyZcZzozeFvZGK3iw2hxDLCF2w5ipEbiZQrGq6,3vPqw4tXYxySo392Gok7skupVb1e5dtX2MscECMiQbdo,0.458335174,0.00
CRrq61bfaVJVKTCqGfbvgwKzzxV3ZU4s8yGjr73mii2V,5mAYGX6cgETZC9dTqYbSfhxPqxNvEFAKBmZA6qWsYzhL,0.393423558,0.00
DzxZeWwr5Zjs2Ne8uWhWNCQJ5BE57WWwfa1DazqdVEuj,3cFL2oZmWxNm3MXgJatd8W9pAVfuyTeg1YDaRHKoRRSV,0.374169089,0.00
tEsT1vjsJeKHw9GH5HpnQszn2LWmjR6q1AVCDCj51nd,7vmrNzH2cms27wNAN9J3SG3fQyLsirBW9sdMzH4KtDdL,0.367579899,0.00
GvBEDMvacmHrhnkn6SVemqBbKNCduDb4avy5rWYDVJ7h,C9baGvBVuiocJvP9uMsdrsr2CGgVvjnqeaSaUSuMNz2W,0.362903471,0.00
8ncSmG9X5vuborm8htrfPfrkAgC4cJvs94qC1WfHDJx4,6XBeFccU7rKGdJyXV9QKeWUkTz8hKf5Sa9yaEQroaNdU,0.31349995,0.00
CJp5agn28hw7Gjwj2268ZnChyHF5xoA2RL5qdLmm6ckD,9KGnRmL1qJrUxdGVEGRLgaXxcoqmsyHZ5UEaGUwcdj6m,0.286329939,0.00
FP8ALVwPkwSKvsEJ16FpUfhSg8oGUbgzpF5dzf4WpA4x,FxB9rpo27xhYpmZJxS54ToiN33eSHRUCyurkXNcAqkSV,0.256167289,0.00
6YjKYwYadvSfrd5UQ2t3kG3YzYuREuYokiAX1ywubpHm,chubxcSqAr6tfGyFfTyuKB9NdeNQT3Gz91Ucn8VmgNu,0.232432196,0.00
95Gp7YU8HhwWEMZozK33HApqANMPSzPr6xp4DmjVq6jt,3obAsYgGT7i6a9qwwJJUPKBDiyJWenEy2veJghdJyw6W,0.225292136,0.00
354x7SC3uowGTD9ctB6yVvBT7U3iAmjXHYeGDUHDYeqv,H2eTu21KAN2M9vVJN1h9P8qo1N6LqAkYxuamczCZyK2z,0.222077479,0.00
8VeQPUBuUHDm9gxcBeW1AtcVMhabKp4bnrwdKpGR7Z6B,5Y91j2DDUC28a6toz15R54kuxicCdRsHJbMyAJ6FcN4s,0.159689623,0.00
EjaNMoefxPnMcEkTPwTsLq74mA14LbuveexW5WWDJ9vJ,H78CXtuPkEhMTt8xuWgtGn51aV2HouRutjBiaKufCaUm,0.139522641,0.00
33jWd4tsD5QqPs7KurdxXtK4e8yCVrm5J3cX9TDPeAa8,BmSJL8q5SEaQKvzBenXYuofNhMoX8AF1kFwDCjw4SJZB,0.127469614,0.00
2B7J6sY1YJfNz1EhjN7GeEnhE5XL9BvFT4AtkMSihWRb,FzatEfMfY7G32xmASUMTNFXtbh2J2Cm7qiH5sXsjDio9,0.111163479,0.00
BzXbKD6Nz5M1HxpPTc6tf4AcT3WsuGwNKnWfR7Kgw1bF,RM9Mmq511p4XUmxeoQ6nrtfWde9c29LGky669wgUv2g,0.098835056,0.00
9VhsSZ6ni7dZtmKRHE81yAd3UQW1oKu9LNEWRGFMA5wj,HtruLMidTgbxYY9zVnczqU2ZrJhXn2p2GvH2PJYgfccg,0.086485246,0.00
G3NkxjgWonSjwgU8ZsqvxEZuvnjtfFoqxJAPgj7ZWFd6,s7osiRufGssoDJsU8MTBUei4cLtzokVcP8rC9stUdqF,0.083046621,0.00
Ar8vrMCt1o446mbH7YoiBCNF9akAZLSFbTbxg1WXRBN6,BJmCF2TT6YXcpheF5SZrgLHWMp2QMQJj8pE8PAbYLSXk,0.079345586,0.00
A1BpczkoNqXPs9dumTAKjvZxSwNmfojo8zH2jHpkPu22,6wqKQuj8SxkkeuyHLEJjTmkKPSwxbYGwCpfCA18ZWEco,0.070566666,0.00
Fs6Aw6FNTeoR5Y7jCd3EUMK6nNEzRxHu1CRDQpBYWLVH,FW1wYpExPT3vL4PZvTqeFMaA5RiTdsrmhH6DqyH8hnuN,0.061288446,0.00
CGo22gYJPphSo7RY1ox5xUP5MTLYP5ZardGzNeUwu1yf,8xRPZMmKA4PqVVkKmPhhwbT1ZEFvvmZhxZrXixEWVfoE,0.054300341,0.00
9RMPunW8iLiwxUMXXp8GKMZboX7urnJkwYTsn1xNSAYp,DgBv124bLc4yTSxrk6C92MLijqbWWZuwEtP6HPeaHhZb,0.01434405,0.00
57oXny62PDeCYBs9StfTdStV7zYpGbn3m1yQ1XvG9i2a,A2J89unL5cqHixhU5fgdese1tY9aKqhFTYhN6e6geSBK,0.013231182,0.00
7Yis3sv3PsZKUKfwhV67nZE2BBqTaDMvat2Jfmmn769U,CozeRfhM8NPhstuTZL5pmZcb9XZkWqh6Ji2fFYJPxydL,0.001505523,0.00
79eFrvwp4ekeYftr37Vkop5DQB5SUPYuR4t4fKEHeNaJ,6SquhPcjFzDMDy6c1zHsqFpqX2ydhWgX1PuJqXDe4jsH,0.001369999,0.00
J3djQHbAfrAUh5WqL8rXsXGbTPSRxo9wyfvT7JnzEzd4,6N6ZWysj5AwtoQyAxmnrU1Fy3dJ2fujKZAmW7oi1LKog,0.00120442,0.00
5CgzeVswVnLdhNKZmc9yooYdfSR6yXMVoS6PWMpHwqUq,Aa8X9FNpxFi9HifoJhUWcVqMQfRrfZeNjafLogaxNoza,0.0000589,0.00
DK3xfuHRtES4TRTeLi249JrKej3JxusSm2H42zpN4q54,4kKtYETtP2YFYu1voShvwdivUbAWB9QhUtGfrUQFc8H9,1e-9,0.00
5nn4KaejvFPNvrHww7aUV8ooWDhJ7ST5e2vxijjKwQpE,J3wSWLC3uR3DkdSHH1jFgrPNjRpzxEbWGa1WCQjkn6vd,1e-9,0.00
J4Ap8CB7KtP1WGXiW6EhYT5ciBb1h7M6AhJhFLkk71LQ,5MBxDJ3kUDAeZABuUd9obJDAgNu8RhjuywcMsuvFEKCx,1e-9,0.00
